id,name,source_csv,gene name,log2FoldChange,source_xlxs
ZDB-GENE-990415-248,brd2a,brain_development ,brd2a,-0.00199010492858044,4dpl
ZDB-GENE-030131-6248,brf1b,brain_development ,brf1b,-0.00814888140067204,4dpl
ZDB-GENE-040628-4,bsx,brain_development ,bsx,-1.67185570925734,4dpl
ZDB-GENE-040704-39,btbd9,brain_development ,btbd9,-0.0360800364629628,4dpl
ZDB-GENE-050417-26,ca8,brain_development ,ca8,0.0385261033613824,4dpl
ZDB-GENE-030131-8308,calm1a,brain_development ,calm1a,-0.312485801254586,4dpl
ZDB-GENE-040426-1263,capn1a,brain_development ,capn1a,0.436694729448939,4dpl
ZDB-GENE-030131-5564,cars2,brain_development ,cars2,0.117621875084648,4dpl
ZDB-GENE-081107-51,ccsapb,brain_development ,ccsapb,0.0984777887656686,4dpl
ZDB-GENE-040426-2536,cdipt,brain_development ,cdipt,-0.415103700097259,4dpl
ZDB-GENE-080723-17,cdk5r1a,brain_development ,cdk5r1a,-0.416304241501619,4dpl
ZDB-GENE-040718-220,cdk5r1b,brain_development ,cdk5r1b,-0.383137220817623,4dpl
ZDB-GENE-050417-22,cdk5r2a,brain_development ,cdk5r2a,-0.265114903449608,4dpl
ZDB-GENE-040801-251,cdk5r2b,brain_development ,cdk5r2b,0.0791194919777663,4dpl
ZDB-GENE-081022-110,cdkl5,brain_development ,cdkl5,0.140017710748125,4dpl
ZDB-GENE-070122-2,celsr2,brain_development ,celsr2,0.168328130693251,4dpl
ZDB-GENE-041111-205,cenpf,brain_development ,cenpf,2.23762795412067,4dpl
ZDB-GENE-050522-222,cep55l,brain_development ,cep55l,0.628588698221887,4dpl
ZDB-GENE-030826-21,cetn4,brain_development ,cetn4,0.563545112847239,4dpl
ZDB-GENE-030131-6320,chd8,brain_development ,chd8,0.154711067014033,4dpl
ZDB-GENE-090313-201,chl1a,brain_development ,chl1a,-0.201979718798562,4dpl
ZDB-GENE-040426-1474,chmp1a,brain_development ,chmp1a,0.0978064834835861,4dpl
ZDB-GENE-030131-5306,clp1,brain_development ,clp1,-0.154662519195469,4dpl
ZDB-GENE-060526-126,cmklr1,brain_development ,cmklr1,-0.396559510652277,4dpl
ZDB-GENE-050208-36,cnnm2a,brain_development ,cnnm2a,0.0324667921925749,4dpl
ZDB-GENE-090311-26,cnnm2b,brain_development ,cnnm2b,-0.298574986417398,4dpl
ZDB-GENE-060315-3,cnpy1,brain_development ,cnpy1,0.306759575477736,4dpl
ZDB-GENE-060929-776,cntn4,brain_development ,cntn4,-0.0729364390391939,4dpl
ZDB-GENE-050417-289,cops6,brain_development ,cops6,-0.146717683833797,4dpl
ZDB-GENE-050208-52,crabp2b,brain_development ,crabp2b,0.950822754555916,4dpl
ZDB-GENE-030131-1515,csrnp1b,brain_development ,csrnp1b,-0.732120443360497,4dpl
ZDB-GENE-060815-3,ctnna2,brain_development ,ctnna2,-0.0147350415233978,4dpl
ZDB-GENE-030911-6,daam1a,brain_development ,daam1a,0.130837645321962,4dpl
ZDB-GENE-011101-2,dcc,brain_development ,dcc,0.351171511415652,4dpl
ZDB-GENE-040426-2656,ddc,brain_development ,ddc,-0.619885914075835,4dpl
ZDB-GENE-030131-667,ddx46,brain_development ,ddx46,0.350166415156678,4dpl
ZDB-GENE-030721-2,dixdc1a,brain_development ,dixdc1a,-0.12370562824208,4dpl
ZDB-GENE-050417-97,dmbx1b,brain_development ,dmbx1b,0.153443545247463,4dpl
ZDB-GENE-041116-2,dmrta2,brain_development ,dmrta2,-0.264864996568066,4dpl
ZDB-GENE-031105-1,dpysl2b,brain_development ,dpysl2b,-0.600611300064065,4dpl
ZDB-GENE-050720-2,dpysl3,brain_development ,dpysl3,0.657095373794996,4dpl
ZDB-GENE-050302-29,dyrk1aa,brain_development ,dyrk1aa,0.273505099139041,4dpl
ZDB-GENE-010618-3,efnb3b,brain_development ,efnb3b,-0.273764728212382,4dpl
ZDB-GENE-040808-19,eif3ha,brain_development ,eif3ha,-0.376071959948729,4dpl
ZDB-GENE-051030-42,eif3hb,brain_development ,eif3hb,-0.297134914194763,4dpl
ZDB-GENE-040426-2752,exoc7,brain_development ,exoc7,-0.021775606589153,4dpl
ZDB-GENE-050706-140,exosc3,brain_development ,exosc3,0.901070052636366,4dpl
ZDB-GENE-030131-1736,exosc8,brain_development ,exosc8,0.0981846707666025,4dpl
ZDB-GENE-040128-2,fgfrl1a,brain_development ,fgfrl1a,0.207043622901682,4dpl
ZDB-GENE-030131-5431,fxr1,brain_development ,fxr1,0.24334203944238,4dpl
ZDB-GENE-030131-5174,gabarapa,brain_development ,gabarapa,0.113178694512151,4dpl
ZDB-GENE-030131-2560,gas2l3,brain_development ,gas2l3,0.218846181697815,4dpl
ZDB-GENE-040426-2279,gdpd3a,brain_development ,gdpd3a,0.119268638172369,4dpl
ZDB-GENE-060526-267,git2a,brain_development ,git2a,0.119389547504397,4dpl
ZDB-GENE-070112-2192,git2b,brain_development ,git2b,0.134460338647886,4dpl
ZDB-GENE-081030-1,golga2,brain_development ,golga2,0.0785157585760071,4dpl
ZDB-GENE-090311-1,gper1,brain_development ,gper1,-0.484798014305063,4dpl
ZDB-GENE-070914-1,gpr101,brain_development ,gpr101,0.376519285217538,4dpl
ZDB-GENE-070112-332,greb1,brain_development ,greb1,-0.0928775834574867,4dpl
ZDB-GENE-050913-123,grhl2a,brain_development ,grhl2a,1.23634469704321,4dpl
ZDB-GENE-060503-719,grhl2b,brain_development ,grhl2b,0.000579549615176982,4dpl
ZDB-GENE-030912-10,hcfc1a,brain_development ,hcfc1a,-0.0447579805213798,4dpl
ZDB-GENE-080102-5,hdc,brain_development ,hdc,-0.37675140457889,4dpl
ZDB-GENE-040824-4,her11,brain_development ,her11,0.710985491531283,4dpl
ZDB-GENE-030131-5753,hirip3,brain_development ,hirip3,0.322502607309849,4dpl
ZDB-GENE-030131-341,hmgb1a,brain_development ,hmgb1a,1.1209242475164,4dpl
ZDB-GENE-050506-106,ier3ip1,brain_development ,ier3ip1,0.10585166840416,4dpl
ZDB-GENE-040426-1818,ino80e,brain_development ,ino80e,-0.0597203698801719,4dpl
ZDB-GENE-040426-1954,katnb1,brain_development ,katnb1,0.263629372084011,4dpl
ZDB-GENE-061226-1,kcnh1a,brain_development ,kcnh1a,0.367225862067754,4dpl
ZDB-GENE-060117-4,kctd12.2,brain_development ,kctd12.2,-0.884544321340143,4dpl
ZDB-GENE-060825-162,kctd13,brain_development ,kctd13,0.116563313458548,4dpl
ZDB-GENE-041010-105,kctd15a,brain_development ,kctd15a,0.39450787868314,4dpl
ZDB-GENE-040801-34,kctd15b,brain_development ,kctd15b,0.120675775798611,4dpl
ZDB-GENE-081105-56,kdm6a,brain_development ,kdm6a,0.0555912013618817,4dpl
ZDB-GENE-070112-2002,kdm6al,brain_development ,kdm6al,0.783366103101369,4dpl
ZDB-GENE-030131-9829,kdm7aa,brain_development ,kdm7aa,-0.914908372691195,4dpl
ZDB-GENE-050309-32,kdm7ab,brain_development ,kdm7ab,0.143483392496685,4dpl
ZDB-GENE-030131-5759,kif14,brain_development ,kif14,0.957574247768416,4dpl
ZDB-GENE-080204-34,kif22,brain_development ,kif22,0.269073240231352,4dpl
ZDB-GENE-070831-1,kirrel3l,brain_development ,kirrel3l,0.0191186738942724,4dpl
ZDB-GENE-070424-152,klf8,brain_development ,klf8,-0.0789921531112679,4dpl
ZDB-GENE-060223-2,kmt2d,brain_development ,kmt2d,0.110867448279101,4dpl
ZDB-GENE-030131-1731,lgi1a,brain_development ,lgi1a,-0.398070286574167,4dpl
ZDB-GENE-060217-1,lgi1b,brain_development ,lgi1b,-0.239473108324332,4dpl
ZDB-GENE-111013-1,lgr4,brain_development ,lgr4,0.647008306213159,4dpl
ZDB-GENE-031008-2,lhx8a,brain_development ,lhx8a,-0.475856421014352,4dpl
ZDB-GENE-010702-1,lmo4a,brain_development ,lmo4a,-0.102599432487963,4dpl
ZDB-GENE-050114-3,lmx1ba,brain_development ,lmx1ba,-0.450136815394156,4dpl
ZDB-GENE-030131-1517,map2k5,brain_development ,map2k5,0.348207210602627,4dpl
ZDB-GENE-050522-145,marcksa,brain_development ,marcksa,0.626785092316293,4dpl
ZDB-GENE-030131-1921,marcksb,brain_development ,marcksb,0.164382482267641,4dpl
ZDB-GENE-021209-1,mcm5,brain_development ,mcm5,0.505860401231368,4dpl
ZDB-GENE-030616-360,mdga2a,brain_development ,mdga2a,-0.125255862265549,4dpl
ZDB-GENE-010131-6,mdkb,brain_development ,mdkb,-0.35879075134686,4dpl
ZDB-GENE-030131-8867,med14,brain_development ,med14,0.0438199724495786,4dpl
ZDB-GENE-020122-2,meis2a,brain_development ,meis2a,0.0325179806695257,4dpl
ZDB-GENE-010406-2,meis3,brain_development ,meis3,-0.134382780343332,4dpl
ZDB-GENE-030131-9498,mettl3,brain_development ,mettl3,-0.171472364904771,4dpl
ZDB-GENE-040426-1268,msi2b,brain_development ,msi2b,0.341792195781074,4dpl
ZDB-GENE-030826-33,mvp,brain_development ,mvp,0.186351083162223,4dpl
ZDB-GENE-030616-132,mycbp2,brain_development ,mycbp2,0.315787838551697,4dpl
ZDB-GENE-030131-998,myh9b,brain_development ,myh9b,-0.12174835673585,4dpl
ZDB-GENE-040426-993,ncor1,brain_development ,ncor1,0.0585092400990832,4dpl
ZDB-GENE-030131-207,ndnf,brain_development ,ndnf,-0.370592018554908,4dpl
ZDB-GENE-060512-226,ndrg4,brain_development ,ndrg4,-0.0645966373913421,4dpl
ZDB-GENE-060312-44,neflb,brain_development ,neflb,-0.362732143998754,4dpl
ZDB-GENE-080229-6,nfasca,brain_development ,nfasca,0.511788264029565,4dpl
ZDB-GENE-070725-1,nin,brain_development ,nin,0.602889995950546,4dpl
ZDB-GENE-060526-121,nipbla,brain_development ,nipbla,0.202251655603885,4dpl
ZDB-GENE-030131-6070,nipblb,brain_development ,nipblb,0.0154785497994905,4dpl
ZDB-GENE-030131-6336,nkx2.4a,brain_development ,nkx2.4a,-0.309257545804542,4dpl
ZDB-GENE-080320-1,nlk2,brain_development ,nlk2,0.0113450991006087,4dpl
ZDB-GENE-040109-1,nop56,brain_development ,nop56,0.113815337774631,4dpl
ZDB-GENE-060616-396,npas4a,brain_development ,npas4a,-1.60059547314526,4dpl
ZDB-GENE-100805-4,npr1b,brain_development ,npr1b,-0.342119217683393,4dpl
ZDB-GENE-990415-184,nr4a2a,brain_development ,nr4a2a,-0.624598512933607,4dpl
ZDB-GENE-040718-103,nr4a2b,brain_development ,nr4a2b,-0.277680975547815,4dpl
ZDB-GENE-991207-19,nr6a1a,brain_development ,nr6a1a,-0.423892763350088,4dpl
ZDB-GENE-040724-202,nr6a1b,brain_development ,nr6a1b,-0.425727036167637,4dpl
ZDB-GENE-041210-235,nrcama,brain_development ,nrcama,0.0642040236900696,4dpl
ZDB-GENE-030616-37,nsfa,brain_development ,nsfa,-0.537336997737211,4dpl
ZDB-GENE-061110-61,ocrl,brain_development ,ocrl,-0.766436018424978,4dpl
ZDB-GENE-070112-932,ogg1,brain_development ,ogg1,0.348533843492354,4dpl
ZDB-GENE-030131-5338,otud4,brain_development ,otud4,0.058953491393772,4dpl
ZDB-GENE-040116-2,pafah1b1a,brain_development ,pafah1b1a,-0.22772785763003,4dpl
ZDB-GENE-060526-43,pafah1b2,brain_development ,pafah1b2,-0.445054240783986,4dpl
ZDB-GENE-040426-1026,pafah1b3,brain_development ,pafah1b3,-0.333740398245567,4dpl
ZDB-GENE-070424-11,pbx1b,brain_development ,pbx1b,0.0629644944286097,4dpl
ZDB-GENE-000405-5,pbx2,brain_development ,pbx2,-0.786841810137134,4dpl
ZDB-GENE-000405-3,pbx3b,brain_development ,pbx3b,-0.144565975944065,4dpl
ZDB-GENE-030721-4,pcdh10b,brain_development ,pcdh10b,-0.0956552232962531,4dpl
ZDB-GENE-030131-4218,pcdh19,brain_development ,pcdh19,-0.0100917933325863,4dpl
ZDB-GENE-030131-7293,pcsk7,brain_development ,pcsk7,0.131525171996642,4dpl
ZDB-GENE-080204-27,pgap3,brain_development ,pgap3,-0.233162422926961,4dpl
ZDB-GENE-060419-1,phf8,brain_development ,phf8,-0.0506449998888233,4dpl
ZDB-GENE-050522-242,pomgnt2,brain_development ,pomgnt2,-0.341565267304747,4dpl
ZDB-GENE-980526-139,pou3f2a,brain_development ,pou3f2a,-0.512206657417147,4dpl
ZDB-GENE-980526-370,pou3f2b,brain_development ,pou3f2b,-0.373968343951755,4dpl
ZDB-GENE-980526-220,pou3f3a,brain_development ,pou3f3a,-0.272845393492477,4dpl
ZDB-GENE-030131-4433,ppp4ca,brain_development ,ppp4ca,-0.0902664327755672,4dpl
ZDB-GENE-080616-1,prdm13,brain_development ,prdm13,-0.262428646043024,4dpl
ZDB-GENE-030131-7791,prmt8b,brain_development ,prmt8b,-0.256601734354822,4dpl
ZDB-GENE-041221-3,prnprs3,brain_development ,prnprs3,-0.383045165618029,4dpl
ZDB-GENE-000330-9,psen2,brain_development ,psen2,-0.0880690734585043,4dpl
ZDB-GENE-040618-2,psmb1,brain_development ,psmb1,-0.262434930633249,4dpl
ZDB-GENE-040426-1444,psmd3,brain_development ,psmd3,0.0501279693901055,4dpl
ZDB-GENE-030131-617,psmd12,brain_development ,psmd12,-0.366143451585341,4dpl
ZDB-GENE-070424-54,ptpro,brain_development ,ptpro,-0.414889346265918,4dpl
ZDB-GENE-020107-3,ptprsa,brain_development ,ptprsa,0.573164964874262,4dpl
ZDB-GENE-050522-26,pycr1b,brain_development ,pycr1b,-0.214738614043179,4dpl
ZDB-GENE-040801-185,rab18b,brain_development ,rab18b,0.33954764281442,4dpl
ZDB-GENE-080220-21,rac3b,brain_development ,rac3b,-0.125916151929343,4dpl
ZDB-GENE-080806-1,ralgapa1,brain_development ,ralgapa1,0.0173119081110332,4dpl
ZDB-GENE-040426-1244,rars2,brain_development ,rars2,-0.0575013796219275,4dpl
ZDB-GENE-030131-6724,rbm7,brain_development ,rbm7,0.0170990525853077,4dpl
ZDB-GENE-040718-255,rel,brain_development ,rel,0.0226288736534462,4dpl
ZDB-GENE-020822-1,reln,brain_development ,reln,0.222652315495671,4dpl
ZDB-GENE-080415-1,rest,brain_development ,rest,0.25879256382869,4dpl
ZDB-GENE-050327-84,rnf152,brain_development ,rnf152,-0.42393129705938,4dpl
ZDB-GENE-081104-199,rnf216,brain_development ,rnf216,0.246482669675041,4dpl
ZDB-GENE-060306-2,roraa,brain_development ,roraa,0.234750921679649,4dpl
ZDB-GENE-030131-8656,rpl10,brain_development ,rpl10,-0.159162863018834,4dpl
ZDB-GENE-040622-2,rpl36,brain_development ,rpl36,-0.505222913991858,4dpl
ZDB-GENE-040927-19,rps4x,brain_development ,rps4x,-0.0311112108337339,4dpl
ZDB-GENE-030131-8708,rps15a,brain_development ,rps15a,-0.234753640318787,4dpl
ZDB-GENE-040426-1716,rps19,brain_development ,rps19,-0.471384797911319,4dpl
ZDB-GENE-030131-2426,rtn1a,brain_development ,rtn1a,-0.324005764695185,4dpl
ZDB-GENE-030710-3,rtn1b,brain_development ,rtn1b,-0.416587016977835,4dpl
ZDB-GENE-030710-2,rtn4b,brain_development ,rtn4b,0.116369539985711,4dpl
ZDB-GENE-040718-422,sart1,brain_development ,sart1,0.328924766709157,4dpl
ZDB-GENE-100629-3,sbno2a,brain_development ,sbno2a,0.485202655703742,4dpl
ZDB-GENE-091204-189,sez6l2,brain_development ,sez6l2,-0.324734862275274,4dpl
ZDB-GENE-060503-369,shank3a,brain_development ,shank3a,0.088966620291292,4dpl
ZDB-GENE-060503-468,si:dkeyp-92c9.2,brain_development ,si:dkeyp-92c9.2,-0.928818605821855,4dpl
ZDB-GENE-030131-9686,slbp,brain_development ,slbp,-0.195356680782514,4dpl
ZDB-GENE-030131-1213,slc2a2,brain_development ,slc2a2,-0.705684173684404,4dpl
ZDB-GENE-040718-390,slc2a3a,brain_development ,slc2a3a,-0.695587775511939,4dpl
ZDB-GENE-041114-32,slc7a6os,brain_development ,slc7a6os,-0.343493593358746,4dpl
ZDB-GENE-120117-1,slc16a2,brain_development ,slc16a2,0.262710871239332,4dpl
ZDB-GENE-040724-144,snx14,brain_development ,snx14,0.382768498126964,4dpl
ZDB-GENE-040426-2528,socs3b,brain_development ,socs3b,0.560622306925676,4dpl
ZDB-GENE-051113-268,sox14,brain_development ,sox14,-0.22246454256358,4dpl
ZDB-GENE-050208-34,srrm4,brain_development ,srrm4,0.29276991238173,4dpl
ZDB-GENE-100921-2,syngap1b,brain_development ,syngap1b,0.286836889864411,4dpl
ZDB-GENE-030131-5576,taf1,brain_development ,taf1,-0.136130514405123,4dpl
ZDB-GENE-040115-1,tal2,brain_development ,tal2,-0.072961507604544,4dpl
ZDB-GENE-030131-9416,taok2a,brain_development ,taok2a,0.12684654946464,4dpl
ZDB-GENE-110603-3,taok2b,brain_development ,taok2b,0.0225138250051755,4dpl
ZDB-GENE-040426-1253,tbc1d23,brain_development ,tbc1d23,-0.0438113906258664,4dpl
ZDB-GENE-060823-1,tbcd,brain_development ,tbcd,0.250410608389952,4dpl
ZDB-GENE-060810-93,tbr1a,brain_development ,tbr1a,-0.152762456277819,4dpl
ZDB-GENE-000323-1,tbr1b,brain_development ,tbr1b,-0.127135886956911,4dpl
ZDB-GENE-090814-1,tcf4,brain_development ,tcf4,0.0625463427571117,4dpl
ZDB-GENE-051127-19,thnsl2,brain_development ,thnsl2,-0.529896448610671,4dpl
ZDB-GENE-040625-105,tmx2b,brain_development ,tmx2b,0.179750627553021,4dpl
ZDB-GENE-070912-533,toe1,brain_development ,toe1,0.0717321587043275,4dpl
ZDB-GENE-030131-857,trim69,brain_development ,trim69,0.127467062716773,4dpl
ZDB-GENE-040426-1433,tsc22d3,brain_development ,tsc22d3,-0.681003580750681,4dpl
ZDB-GENE-050522-454,tsen54,brain_development ,tsen54,-0.043016741275517,4dpl
ZDB-GENE-031118-150,tubgcp2,brain_development ,tubgcp2,0.414160480299338,4dpl
ZDB-GENE-090218-30,ulk2,brain_development ,ulk2,0.121685264813233,4dpl
ZDB-GENE-030131-966,usp39,brain_development ,usp39,0.318157448599435,4dpl
ZDB-GENE-030904-9,vax1,brain_development ,vax1,-0.363527052368593,4dpl
ZDB-GENE-030904-8,vax2,brain_development ,vax2,-0.267879147710654,4dpl
ZDB-GENE-041014-375,veph1,brain_development ,veph1,0.278923832854976,4dpl
ZDB-GENE-090313-315,vwc2,brain_development ,vwc2,-0.227801738713922,4dpl
ZDB-GENE-050417-126,wdr73,brain_development ,wdr73,-0.81358209550764,4dpl
ZDB-GENE-990712-17,wif1,brain_development ,wif1,1.32254597165327,4dpl
ZDB-GENE-050309-201,xpo1a,brain_development ,xpo1a,-0.216441364662891,4dpl
ZDB-GENE-041210-115,yaf2,brain_development ,yaf2,-0.0880239410513772,4dpl
ZDB-GENE-030516-4,ypel3,brain_development ,ypel3,-1.16843438688795,4dpl
ZDB-GENE-011115-1,ywhag1,brain_development ,ywhag1,-0.0685122718462708,4dpl
ZDB-GENE-030131-1117,yy1a,brain_development ,yy1a,0.343692221858716,4dpl
ZDB-GENE-061110-106,zdhhc15b,brain_development ,zdhhc15b,0.0493738627387132,4dpl
ZDB-GENE-040426-1621,zdhhc16a,brain_development ,zdhhc16a,0.164708140123028,4dpl
ZDB-GENE-050522-119,zgc:110006,brain_development ,zgc:110006,-0.0619063003539868,4dpl
ZDB-GENE-040622-4,zic4,brain_development ,zic4,-0.275690968450098,4dpl
ZDB-GENE-040622-1,zic5,brain_development ,zic5,0.106773447995488,4dpl
ZDB-GENE-041114-154,znf143a,brain_development ,znf143a,0.271679889471208,4dpl
ZDB-GENE-040426-1586,znf143b,brain_development ,znf143b,0.707541413449055,4dpl
ZDB-GENE-031113-5,znf503,brain_development ,znf503,-0.277107721955291,4dpl
ZDB-GENE-030828-6,znfl1,brain_development ,znfl1,0.241578610487104,4dpl
ZDB-GENE-040426-1114,znhit3,brain_development ,znhit3,-0.49422038750821,4dpl
ZDB-GENE-061110-94,zranb1b,brain_development ,zranb1b,0.503776871952535,4dpl
ZDB-GENE-091204-170,akna,brain_development ,akna,-0.0400385615637155,4dpl
ZDB-GENE-041111-102,atg4da,brain_development ,atg4da,-0.0363689915083957,4dpl
ZDB-GENE-110621-1,atxn7,brain_development ,atxn7,0.419838430693921,4dpl
ZDB-LNCRNAG-131127-227,birc6-as2,brain_development ,birc6-as2,-0.039875392867163,4dpl
ZDB-GENE-150227-1,clpb,brain_development ,clpb,-0.218579588377992,4dpl
ZDB-GENE-130530-645,cntn3b,brain_development ,cntn3b,0.331599715971997,4dpl
ZDB-GENE-100408-5,git1,brain_development ,git1,0.0156218311214267,4dpl
ZDB-GENE-130530-827,igsf10,brain_development ,igsf10,-0.381315529609809,4dpl
ZDB-GENE-121128-4,kcnh1b,brain_development ,kcnh1b,-0.0330011299897929,4dpl
ZDB-GENE-030131-4801,pagr1,brain_development ,pagr1,0.343485583100339,4dpl
ZDB-GENE-120711-1,rp1l1a,brain_development ,rp1l1a,0.010933216654465,4dpl
ZDB-GENE-130618-1,sema4d,brain_development ,sema4d,0.0701383258369784,4dpl
ZDB-GENE-100212-3,zranb1a,brain_development ,zranb1a,0.78578549076162,4dpl
ZDB-GENE-990415-8,pax2a,brain_development ,pax2a,-0.282639440684737,7dpl
ZDB-GENE-980526-166,shha,brain_development ,shha,-0.184221560334587,7dpl
ZDB-GENE-990415-72,fgf8a,brain_development ,fgf8a,-0.101581036417125,7dpl
ZDB-GENE-031112-7,apc,brain_development ,apc,0.0189943925753574,7dpl
ZDB-GENE-980526-283,egr2b,brain_development ,egr2b,-1.0959212134653,7dpl
ZDB-GENE-990415-53,emx3,brain_development ,emx3,-0.0105912911059192,7dpl
ZDB-GENE-030321-1,gli1,brain_development ,gli1,0.00957099011537397,7dpl
ZDB-GENE-990415-173,notch1a,brain_development ,notch1a,0.221793455101874,7dpl
ZDB-GENE-990415-200,pax6a,brain_development ,pax6a,0.068580623711797,7dpl
ZDB-GENE-980526-397,prox1a,brain_development ,prox1a,-0.147783244414112,7dpl
ZDB-GENE-030909-1,sox2,brain_development ,sox2,0.222096729307855,7dpl
ZDB-GENE-011207-1,sox10,brain_development ,sox10,-0.279024002756275,7dpl
ZDB-GENE-980526-526,wnt1,brain_development ,wnt1,0.21249849193749,7dpl
ZDB-GENE-980526-87,wnt5b,brain_development ,wnt5b,0.0957222486031783,7dpl
ZDB-GENE-990415-9,acvr1l,brain_development ,acvr1l,0.0120162157860755,7dpl
ZDB-GENE-980526-90,ascl1a,brain_development ,ascl1a,0.270651223181043,7dpl
ZDB-GENE-001212-1,atp1a1a.1,brain_development ,atp1a1a.1,0.0125061438698289,7dpl
ZDB-GENE-990415-171,cdh2,brain_development ,cdh2,-0.0895254085748934,7dpl
ZDB-GENE-030318-1,cxcl12a,brain_development ,cxcl12a,-0.568891124069968,7dpl
ZDB-GENE-020102-1,cxcr4a,brain_development ,cxcr4a,-0.728786628150945,7dpl
ZDB-GENE-010614-1,cxcr4b,brain_development ,cxcr4b,-0.515087869749506,7dpl
ZDB-GENE-990415-44,cyp26a1,brain_development ,cyp26a1,-1.42419630269201,7dpl
ZDB-GENE-030911-7,disp1,brain_development ,disp1,0.311128553770426,7dpl
ZDB-GENE-980526-29,dla,brain_development ,dla,0.570847129897313,7dpl
ZDB-GENE-990415-67,efnb2a,brain_development ,efnb2a,-0.170002481693918,7dpl
ZDB-GENE-980526-167,en2a,brain_development ,en2a,-0.0214075989969935,7dpl
ZDB-GENE-980526-255,fgfr1a,brain_development ,fgfr1a,0.510021189680516,7dpl
ZDB-GENE-030323-1,fgfr2,brain_development ,fgfr2,0.291827617032389,7dpl
ZDB-GENE-000426-1,fn1a,brain_development ,fn1a,0.455741945806343,7dpl
ZDB-GENE-020419-32,hdac1,brain_development ,hdac1,-0.201051873829468,7dpl
ZDB-GENE-990714-26,lef1,brain_development ,lef1,0.121620261424099,7dpl
ZDB-GENE-980526-347,lhx1a,brain_development ,lhx1a,-0.116412010418104,7dpl
ZDB-GENE-051220-1,lhx2b,brain_development ,lhx2b,-0.229003865408163,7dpl
ZDB-GENE-980526-515,mafba,brain_development ,mafba,-0.0922783442491582,7dpl
ZDB-GENE-030404-2,mib1,brain_development ,mib1,0.0616276219426677,7dpl
ZDB-GENE-990415-183,notch1b,brain_development ,notch1b,-0.135990983884769,7dpl
ZDB-GENE-000329-5,notch3,brain_development ,notch3,-0.126829663645584,7dpl
ZDB-GENE-001031-1,pax6b,brain_development ,pax6b,-0.0427962515170376,7dpl
ZDB-GENE-990714-27,pitx2,brain_development ,pitx2,-0.353527692867324,7dpl
ZDB-GENE-980526-485,pou5f3,brain_development ,pou5f3,-0.000747736655026498,7dpl
ZDB-GENE-001019-1,robo2,brain_development ,robo2,0.190123963937145,7dpl
ZDB-GENE-980526-41,shhb,brain_development ,shhb,-0.460428506790755,7dpl
ZDB-GENE-980526-89,smo,brain_development ,smo,0.0857918779171804,7dpl
ZDB-GENE-030219-1,spaw,brain_development ,spaw,-0.181383097038778,7dpl
ZDB-GENE-011212-6,tfap2a,brain_development ,tfap2a,-0.191389633593635,7dpl
ZDB-GENE-020507-3,vangl2,brain_development ,vangl2,0.0882266528130276,7dpl
ZDB-GENE-001106-1,wnt3a,brain_development ,wnt3a,0.0970727305040132,7dpl
ZDB-GENE-031116-61,ackr3b,brain_development ,ackr3b,-0.195076158275623,7dpl
ZDB-GENE-980526-227,acvr2aa,brain_development ,acvr2aa,-0.234611269135246,7dpl
ZDB-GENE-030131-1768,alcamb,brain_development ,alcamb,-0.0348169287575675,7dpl
ZDB-GENE-030131-8369,aldoaa,brain_development ,aldoaa,-0.542597821468992,7dpl
ZDB-GENE-010817-1,angpt1,brain_development ,angpt1,0.0414898535321877,7dpl
ZDB-GENE-000201-9,anos1a,brain_development ,anos1a,-0.296473613525984,7dpl
ZDB-GENE-021217-3,arl13b,brain_development ,arl13b,-0.358505191428239,7dpl
ZDB-GENE-001207-3,arnt2,brain_development ,arnt2,-0.0232432461804195,7dpl
ZDB-GENE-990415-15,arxa,brain_development ,arxa,-0.151323728890084,7dpl
ZDB-GENE-000403-1,axin1,brain_development ,axin1,-0.119832151427322,7dpl
ZDB-GENE-000412-1,bdnf,brain_development ,bdnf,-0.19876310202521,7dpl
ZDB-GENE-030131-224,bmi1a,brain_development ,bmi1a,0.0450789126302963,7dpl
ZDB-GENE-041111-243,cep290,brain_development ,cep290,0.151661865366612,7dpl
ZDB-GENE-990630-12,cntn2,brain_development ,cntn2,0.0108605302286286,7dpl
ZDB-GENE-020320-4,crabp2a,brain_development ,crabp2a,1.13053697203944,7dpl
ZDB-GENE-060612-1,crb2a,brain_development ,crb2a,0.73067296852389,7dpl
ZDB-GENE-040426-750,creb1a,brain_development ,creb1a,-0.16899602843724,7dpl
ZDB-GENE-030721-1,cxcl12b,brain_development ,cxcl12b,-0.567400668095803,7dpl
ZDB-GENE-030131-2908,cyp26b1,brain_development ,cyp26b1,-0.352752673747411,7dpl
ZDB-GENE-030131-3445,dicer1,brain_development ,dicer1,0.139051043412593,7dpl
ZDB-GENE-090122-1,disc1,brain_development ,disc1,0.270539037560646,7dpl
ZDB-GENE-980526-114,dlb,brain_development ,dlb,0.342121272089976,7dpl
ZDB-GENE-020117-1,dmbx1a,brain_development ,dmbx1a,0.29872103936793,7dpl
ZDB-GENE-041118-20,dvl2,brain_development ,dvl2,-0.0639097044548735,7dpl
ZDB-GENE-040526-1,dzip1,brain_development ,dzip1,0.160707828838323,7dpl
ZDB-GENE-031007-7,emx1,brain_development ,emx1,-0.212267677529792,7dpl
ZDB-GENE-990415-54,emx2,brain_development ,emx2,0.0685984018693492,7dpl
