Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0060041~retina development in camera-type eye	5	1.2755102040816326	0.055700251936474536	CHAF1B, LAMB4, HBEGFA, PER1B, MCM2	189	137	17990	3.473911868072452	0.9999999999994323	0.8822201193809354	0.8750329900988096
UP_SEQ_FEATURE	DOMAIN:SAP	3	0.7653061224489796	0.05572229482048224	SI:DKEY-3N22.9, LOC108183900, ERI1	302	31	24416	7.823969237342449	0.9999998658696327	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:SNTX thioredoxin-like	2	0.5102040816326531	0.06014354300594423	ZGC:172253, ZGC:153921	302	5	24416	32.33907284768212	0.9999999632732812	1.0	1.0
SMART	SM00129:KISc	3	0.7653061224489796	0.06103101116921278	KIF20BB, KIF20A, KIF4	110	35	9474	7.382337662337662	0.9981586984731263	0.8718715881316111	0.8718715881316111
GOTERM_BP_DIRECT	GO:1902975~mitotic DNA replication initiation	2	0.5102040816326531	0.061094300901175104	MCM4, MCM2	189	6	17990	31.728395061728392	0.9999999999999661	0.930856228506657	0.9232728783762565
UP_SEQ_FEATURE	DNA_BIND:Nuclear receptor	4	1.0204081632653061	0.061447460669999	NR1D2B, RXRGA, NR1D1, RORAB	302	73	24416	4.430009979134537	0.9999999749636751	1.0	1.0
GOTERM_CC_DIRECT	GO:0000786~nucleosome	5	1.2755102040816326	0.06166812288906761	ZGC:110425, SI:DKEY-108K21.21, SI:CH211-113A14.29, LOC108190747, SI:CH73-368J24.8	203	134	18265	3.357289905154033	0.9996265759034964	0.9261319023910688	0.9261319023910688
GOTERM_BP_DIRECT	GO:0009615~response to virus	3	0.7653061224489796	0.06256263857580383	IL1B, TNFRSF1B, ATF3	189	39	17990	7.321937321937321	0.9999999999999843	0.930856228506657	0.9232728783762565
INTERPRO	IPR006187:Claudin	3	0.7653061224489796	0.06467146240580826	CLDN34A, SI:BUSM1-52I16.2, CLDN7A	185	39	17276	7.183367983367983	0.999999999995564	1.0	1.0
PIR_SUPERFAMILY	PIRSF000459:protein-glutamine gamma-glutamyltransferase/erythrocyte membrane protein band 4.2	2	0.5102040816326531	0.06530314177832036	TGM2L, F13A1B	14	8	1550	27.678571428571427	0.5843572804137456	0.8489408431181646	0.8489408431181646
GOTERM_CC_DIRECT	GO:0005634~nucleus	62	15.816326530612246	0.06721925097999693	TOP2A, CREB5B, FOXE3, HSPB6, LOC108190747, BHLHE41, NRL, RXRGA, MKI67, CHAF1B, SI:DKEY-108K21.21, POLR3GLA, SI:CH211-132B12.7, SOX1A, SPDL1, SI:CH211-113A14.29, NSMCE2, SI:CH73-368J24.8, ESCO2, MYBL2B, WDR76, ASPM, CRABP2B, NR1D2B, INCENP, MSH4, MCM4, MCM5, MCM6, KIF20A, CIARTA, ATF3, RORAB, MCM2, UHRF1, NFE2L2B, TTK, RAD54B, KIF20BB, PSMA6L, SI:CH73-158P21.7, HSF2, ZNF395B, E2F1, CIPCA, BUB1, E2F7, E2F8, ZGC:110425, CDT1, LGALS9L1, XRCC5, STAT3, PER1B, PER1A, NR1D1, DBPA, LOC100149352, CENPF, PER3, ANXA2A, HER2	203	4630	18265	1.2048537594824926	0.9998210765645954	0.9261319023910688	0.9261319023910688
UP_SEQ_FEATURE	DOMAIN:NR LBD	4	1.0204081632653061	0.06977552845150287	NR1D2B, RXRGA, NR1D1, RORAB	302	77	24416	4.1998795906080675	0.9999999978609454	1.0	1.0
GOTERM_BP_DIRECT	GO:0006260~DNA replication	4	1.0204081632653061	0.07007439930445508	MCM4, MCM5, MCM6, MCM2	189	91	17990	4.183964183964184	0.9999999999999997	0.9947572155975217	0.986653287160882
INTERPRO	IPR000014:PAS domain	3	0.7653061224489796	0.0705968521047334	PER3, PER1B, PER1A	185	41	17276	6.83295978905735	0.9999999999996303	1.0	1.0
GOTERM_BP_DIRECT	GO:0034501~protein localization to kinetochore	2	0.5102040816326531	0.07090937382059727	TTK, SPDL1	189	7	17990	27.195767195767193	0.9999999999999998	0.9947572155975217	0.986653287160882
UP_KW_CELLULAR_COMPONENT	KW-0158~Chromosome	8	2.0408163265306123	0.07158053142605872	ZGC:110425, SI:DKEY-108K21.21, SI:CH211-113A14.29, INCENP, LOC108190747, SI:CH73-368J24.8, SPDL1, ESCO2	160	282	12377	2.1945035460992908	0.8653846920300133	1.0	1.0
INTERPRO	IPR015633:E2F Family	2	0.5102040816326531	0.07222612988886312	E2F7, E2F8	185	7	17276	26.681081081081082	0.9999999999998138	1.0	1.0
GOTERM_MF_DIRECT	GO:0008273~calcium, potassium:sodium antiporter activity	2	0.5102040816326531	0.07339163596692178	SLC24A2, SLC24A5	183	7	16808	26.241998438719747	0.9999999916309393	1.0	0.9917695473251029
UP_KW_PTM	KW-1015~Disulfide bond	19	4.846938775510204	0.0749470788571006	FGL2B, LOC100329651, C5AR1, LAMB4, HBEGFA, TXN, TNFRSF1B, TRDN, PARAPINOPSINB, AGTR1B, WFIKKN2B, TFR2, CTSK, ZGC:92590, RHO, MCOLN3A, THBS3B, ANGPTL4, IL4R.2	36	1408	3691	1.3835424558080809	0.37338689508491874	0.5246295519997042	0.5246295519997042
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	8	2.0408163265306123	0.0796460593021218	TOP2A, NR1D2B, RXRGA, SOX1A, NR1D1, MYBL2B, E2F7, E2F8	189	355	17990	2.145018257694314	1.0	1.0	0.9938775510204082
UP_SEQ_FEATURE	DOMAIN:DUF6729	3	0.7653061224489796	0.07969475618416258	SI:CH211-243P7.3, LOC101885269, LOC110439485	302	38	24416	6.38271174625305	0.9999999998890305	1.0	1.0
GOTERM_BP_DIRECT	GO:1901534~positive regulation of hematopoietic progenitor cell differentiation	2	0.5102040816326531	0.0806223826484357	IL1B, TNFRSF1B	189	8	17990	23.796296296296294	1.0	1.0	0.9938775510204082
INTERPRO	IPR008958:Transglutaminase, C-terminal	2	0.5102040816326531	0.08211149627634623	TGM2L, F13A1B	185	8	17276	23.34594594594595	0.9999999999999972	1.0	1.0
INTERPRO	IPR001102:Transglutaminase, N-terminal	2	0.5102040816326531	0.08211149627634623	TGM2L, F13A1B	185	8	17276	23.34594594594595	0.9999999999999972	1.0	1.0
INTERPRO	IPR018358:Disintegrin, conserved site	2	0.5102040816326531	0.08211149627634623	ADAM8B, ADAM8A	185	8	17276	23.34594594594595	0.9999999999999972	1.0	1.0
INTERPRO	IPR023608:Protein-glutamine gamma-glutamyltransferase, eukaryota	2	0.5102040816326531	0.08211149627634623	TGM2L, F13A1B	185	8	17276	23.34594594594595	0.9999999999999972	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:PAS	3	0.7653061224489796	0.08334213711933075	PER3, PER1B, PER1A	302	39	24416	6.2190524707081	0.9999999999629143	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:VWFD	3	0.7653061224489796	0.08334213711933075	LOC100329651, OTOGL, MUC5E	302	39	24416	6.2190524707081	0.9999999999629143	1.0	1.0
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	9	2.295918367346939	0.08364397310059732	FAP, SI:DKEY-24P1.7, LAMB4, THBS3B, CLDN34A, SI:DKEYP-97A10.3, SI:BUSM1-52I16.2, CLDN2, CLDN7A	189	431	17990	1.987625676720804	1.0	1.0	0.9938775510204082
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	6	1.530612244897959	0.0854296397354199	SOCS3B, HSPB6, XRCC5, IGF3, MCM5, ANGPTL4	189	224	17990	2.5496031746031744	1.0	1.0	0.9938775510204082
UP_SEQ_FEATURE	COMPBIAS:Polar residues	112	28.57142857142857	0.08956570707146427	CREB5B, SI:DKEY-23K10.5, NRL, RXRGA, MKI67, CLDN2, SI:CH211-132B12.7, SOX1A, ARHGEF40, ADAM8B, ADAM8A, SPICE1, SI:DKEY-73N10.1, SI:DKEYP-97A10.3, ESCO2, WDR76, NR1D2B, SOAT2, KRCP, LOC101886004, KIF20A, LOC110439318, RORAB, PLEKHD1, FTR87, SI:DKEYP-80D11.4, SI:DKEY-273O13.3, LOC108183678, C5AR1, LOC101882351, LOC103911664, ADAMTS12, KIF20BB, TPO, LOC100537585, CLSPN, SI:CH211-142B24.8, LOC101883602, BARD1, CDT1, LOC101885174, CCDC13, CCDC14, LOC101885332, PER1B, PER1A, TRPV1, NR1D1, ZGC:173544, ANLN, MARCO, TRPV4, LOC101887118, LAT, TOP2A, ECM2, BHLHE41, FGD4B, LOC100537963, CHAF1B, SI:CH211-243P7.3, CDC14AA, BLNK, THBS3B, SPDL1, SI:CH211-266I6.3, LOC100334952, TMC1, MYBPC1, LRRIQ1, MYBL2B, SI:DKEY-195M11.11, ASPM, RP1, GJD4, LOC101885916, POC5, INCENP, KLF11B, MCM4, ANGPTL4, MCM6, PPEF2A, CIARTA, SI:DKEY-94F20.4, PKZ, MCM2, SLC24A2, FGL2B, LOC100331278, UHRF1, TMPRSS2, TTK, LOC110439485, AURKA, SI:DKEY-27H10.2, ZNF395B, LOC101885269, BUB1, E2F7, E2F8, LOC110439135, IL10RA, LOC108179569, LOC100330978, SNX20, OTOGL, DYTN, DBPA, CENPF, PER3, CLCF1	302	8076	24416	1.1212159976908114	0.9999999999943426	1.0	1.0
GOTERM_BP_DIRECT	GO:0022407~regulation of cell-cell adhesion	2	0.5102040816326531	0.09023438309756607	ADAM8B, ADAM8A	189	9	17990	21.152263374485596	1.0	1.0	0.9938775510204082
GOTERM_CC_DIRECT	GO:0005923~bicellular tight junction	4	1.0204081632653061	0.09048494998799882	CLDN34A, SI:BUSM1-52I16.2, CLDN2, CLDN7A	203	96	18265	3.7489737274220034	0.9999921940396267	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Peptidase M12B	3	0.7653061224489796	0.09078532669208123	ADAMTS12, ADAM8B, ADAM8A	302	41	24416	5.915684057502827	0.9999999999960921	1.0	1.0
INTERPRO	IPR002931:Transglutaminase-like	2	0.5102040816326531	0.09189210113165273	TGM2L, F13A1B	185	9	17276	20.751951951951952	1.0	1.0	1.0
UP_KW_DOMAIN	KW-0245~EGF-like domain	5	1.2755102040816326	0.09471425968457771	LOC101882681, THBS3B, HBEGFA, ADAM8B, ADAM8A	186	133	14267	2.8836203411755195	0.8762630885489353	0.994499726688066	0.994499726688066
UP_KW_BIOLOGICAL_PROCESS	KW-0050~Antiport	3	0.7653061224489796	0.09604579266895437	SLC24A2, SLC25A26, SLC24A5	57	47	5022	5.623740201567749	0.9708173271623756	1.0	1.0
UP_SEQ_FEATURE	TRANSMEM:Helical; Name=6	4	1.0204081632653061	0.09755186721443201	SLC25A26, C5AR1, RHO, SLC24A5	302	89	24416	3.6336036907508	0.9999999999995028	1.0	1.0
SMART	SM00460:TGc	2	0.5102040816326531	0.09894688425091729	TGM2L, F13A1B	110	9	9474	19.13939393939394	0.9999701434738778	1.0	1.0
GOTERM_BP_DIRECT	GO:0048511~rhythmic process	3	0.7653061224489796	0.09937321763650173	PER3, PER1B, PER1A	189	51	17990	5.599128540305011	1.0	1.0	0.9938775510204082
UP_KW_LIGAND	KW-0106~Calcium	13	3.316326530612245	0.09956529416205356	SLC24A2, ANXA4, SI:CH211-105C13.3, TRPV1, CDHR5-RS, ADAMTS12, TGM2L, TRPV4, F13A1B, THBS3B, ANXA2A, PPEF2A, SLC24A5	84	634	6577	1.6054716839417156	0.8636697311652488	1.0	1.0
